"","carat","cut","color","clarity","depth","table","price","x","y","z"
"14875",1.21,"Very Good","H","SI2",61.1,55.7,5989,6.87,6.92,4.21
"2209",0.7,"Ideal","E","VS2",61.9,56,3142,5.69,5.72,3.53
"26197",2.01,"Very Good","G","SI2",63.3,58,15563,8.01,8.05,5.08
"48045",0.7,"Very Good","E","SI1",63.3,58,1926,5.63,5.57,3.55
"18638",1.2,"Premium","G","VS2",61.4,60,7603,6.77,6.81,4.17
"15166",1.05,"Premium","G","VS2",63,57,6096,6.51,6.48,4.09
"34538",0.33,"Ideal","H","IF",62.1,55,868,4.41,4.44,2.75
"6633",1,"Very Good","F","SI1",63.2,54,4088,6.3,6.23,3.96
"28413",0.29,"Ideal","E","VVS2",62,55,669,4.25,4.27,2.64
"52360",0.75,"Premium","F","SI2",62.2,58,2501,5.87,5.8,3.57
"17804",1.5,"Good","J","VS2",61.7,56,7177,7.23,7.33,4.49
"39002",0.45,"Ideal","G","VS1",59,60,1055,4.98,5.05,2.96
"6426",1.01,"Premium","E","SI2",60.6,58,4044,6.47,6.53,3.94
"32932",0.33,"Ideal","F","VVS2",61.4,56,810,4.44,4.49,2.74
"21594",1.5,"Premium","H","SI1",58.8,59,9697,7.53,7.47,4.41
"14859",1.22,"Ideal","H","SI1",61.9,56,5985,6.86,6.83,4.24
"48760",0.5,"Premium","F","VVS2",60.9,58,2016,5.13,5.09,3.11
"766",0.92,"Premium","J","SI1",62.9,58,2858,6.22,6.18,3.9
"9525",0.9,"Very Good","F","VS2",62.2,57,4617,6.17,6.24,3.86
"25489",1.7,"Very Good","H","VVS2",63.1,57,14275,7.61,7.52,4.77
"27006",2.57,"Premium","E","SI2",61.3,60,17116,8.82,8.73,5.38
"2365",0.7,"Good","E","VS1",63.6,58,3175,5.67,5.62,3.59
"23804",1.5,"Very Good","D","SI1",63.1,57,11863,7.31,7.24,4.59
"38179",0.41,"Ideal","D","SI1",61,57,1015,4.8,4.78,2.92
"42509",0.5,"Ideal","I","VVS2",61.8,57,1322,5.09,5.11,3.15
"27303",2.72,"Ideal","J","SI2",62.1,56,17801,8.97,8.93,5.56
"45265",0.54,"Ideal","F","VS2",62.3,56,1662,5.17,5.2,3.23
"17059",0.34,"Premium","E","SI2",61.7,61,612,4.51,4.47,2.77
"24768",1.7,"Premium","I","VVS2",61.7,57.4,13127,7.62,7.67,4.71
"19717",1.53,"Ideal","H","SI1",61.9,58,8289,7.38,7.42,4.58
"51318",0.31,"Ideal","H","VS1",61.1,57,544,4.35,4.39,2.67
"33307",0.28,"Ideal","D","VVS2",61.1,55,827,4.23,4.28,2.6
"46360",0.51,"Good","E","VS1",57.9,63,1760,5.24,5.39,3.08
"1214",0.73,"Very Good","G","VS1",60.7,57,2939,5.76,5.83,3.52
"36697",0.39,"Ideal","G","VVS2",62.2,54,952,4.67,4.7,2.91
"11200",0.95,"Ideal","H","SI1",61.9,56,4958,6.31,6.35,3.92
"32428",0.4,"Ideal","G","VS2",62.3,54,792,4.73,4.77,2.96
"733",0.31,"Ideal","I","VVS1",62.3,54,557,4.37,4.4,2.73
"31880",0.3,"Ideal","H","VVS2",62.8,57,776,4.25,4.22,2.66
"48816",0.56,"Very Good","E","VS1",62,58.9,2027,5.25,5.29,3.27
"31553",0.38,"Ideal","F","SI1",61.7,56,766,4.68,4.72,2.9
"22018",1.5,"Premium","H","SI1",61.4,58,10080,7.41,7.28,4.51
"40459",0.5,"Ideal","H","SI1",62.5,57,1140,5.06,5.08,3.17
"13810",1.04,"Ideal","F","SI1",62.9,54,5626,6.49,6.46,4.07
"38957",0.31,"Good","I","VS1",63.9,56,489,4.28,4.3,2.74
"27671",2.03,"Premium","G","VS2",59.6,60,18680,8.27,8.21,4.91
"27914",0.26,"Ideal","E","VVS1",62.5,56,657,4.09,4.12,2.56
"53160",0.59,"Ideal","F","VVS1",62.4,56,2625,5.36,5.38,3.35
"21265",1.51,"Very Good","I","VVS2",61.9,56,9416,7.35,7.38,4.56
"390",0.7,"Very Good","F","VS2",61.7,58,2812,5.63,5.69,3.49
"47032",0.57,"Ideal","E","VS2",60.4,57,1819,5.4,5.36,3.25
"13880",1.14,"Ideal","G","SI1",62.2,56,5650,6.69,6.66,4.15
"16070",1.02,"Ideal","G","VS2",60.4,57,6416,6.55,6.53,3.95
"23647",1.67,"Ideal","H","SI1",61.6,55,11678,7.68,7.62,4.71
"14308",1.28,"Ideal","J","VS2",62.8,57,5795,6.93,6.87,4.33
"26794",2,"Good","H","SI1",63.6,58,16650,7.96,7.87,5.03
"22991",2.06,"Ideal","H","SI2",62,57,11040,8.1,8.06,5.01
"11289",0.9,"Very Good","H","VVS1",62.3,59,4977,6.09,6.15,3.81
"9115",1.02,"Very Good","I","VS2",59.3,59,4532,6.56,6.6,3.9
"35743",0.3,"Premium","D","VS2",62.2,60,911,4.3,4.28,2.67
"26929",1.73,"Premium","G","VS2",61.6,58,16960,7.74,7.71,4.76
"27533",1.62,"Ideal","F","VS2",61.2,57,18281,7.52,7.58,4.62
"53569",0.7,"Good","E","SI1",60.4,61,2696,5.73,5.76,3.47
"3916",0.72,"Ideal","F","VS2",61.3,55,3495,5.78,5.83,3.56
"38945",0.31,"Premium","H","VS2",62.7,59,489,4.29,4.32,2.7
"15565",1.26,"Ideal","H","SI2",62,55,6239,6.9,6.97,4.29
"35223",0.33,"Ideal","F","VVS1",61.9,55,893,4.43,4.46,2.75
"50670",0.31,"Very Good","I","VVS2",61.6,59,544,4.31,4.33,2.66
"6446",1.01,"Good","G","SI2",59.2,65,4047,6.35,6.41,3.78
"30465",0.31,"Very Good","D","SI1",63.4,58,732,4.35,4.32,2.75
"16547",1.07,"Very Good","G","VS1",58.6,60,6610,6.65,6.76,3.93
"52497",0.77,"Premium","I","VS1",62.6,55,2524,5.9,5.85,3.68
"43360",0.58,"Very Good","G","SI1",59.3,59,1408,5.46,5.51,3.25
"16697",0.32,"Good","F","SI2",63.1,56,421,4.34,4.38,2.75
"19556",1.12,"Ideal","G","VS2",60.9,56,8189,6.7,6.74,4.09
"43157",0.54,"Premium","G","SI1",60.3,57,1389,5.4,5.24,3.21
"287",0.81,"Very Good","H","SI2",61.3,59,2797,5.94,6.01,3.66
"42862",0.51,"Very Good","E","SI1",60.9,57,1357,5.17,5.2,3.16
"36142",0.33,"Premium","E","VS2",61,60,928,4.46,4.43,2.71
"2919",0.91,"Very Good","G","SI2",62.1,55,3287,6.16,6.21,3.84
"31781",0.42,"Very Good","F","SI1",62.7,55,773,4.8,4.83,3.02
"9891",0.9,"Very Good","H","VS1",63.6,55,4685,6.15,6.11,3.9
"14018",1.01,"Good","G","VS2",57.5,62,5701,6.58,6.53,3.77
"1350",0.71,"Ideal","E","VS1",62.1,53,2963,5.76,5.73,3.57
"35579",0.35,"Ideal","F","VS2",62.4,55,906,4.53,4.51,2.82
"26476",2.3,"Ideal","J","VS2",62.4,56,16062,8.44,8.49,5.28
"4495",0.9,"Ideal","I","VS2",61.5,58,3629,6.19,6.23,3.82
"47742",0.7,"Premium","F","SI2",62,58,1890,5.7,5.64,3.52
"31066",0.27,"Ideal","D","VVS1",61.7,57,752,4.2,4.16,2.58
"6826",1.01,"Good","F","SI2",58.2,63,4119,6.51,6.55,3.8
"53543",0.78,"Fair","H","VS2",54.7,67,2691,6.25,6.15,3.4
"53312",0.72,"Ideal","I","VS2",61.2,57,2650,5.75,5.79,3.53
"36522",0.42,"Very Good","G","SI1",63.2,57,945,4.79,4.77,3.02
"11546",0.86,"Good","D","VVS1",64.3,53,5029,6.02,6.12,3.89
"17633",1.63,"Ideal","F","I1",62,55.1,7100,7.5,7.57,4.68
"15703",0.31,"Good","F","VS1",63.9,55,607,4.27,4.3,2.74
"49650",0.3,"Premium","H","SI1",62.6,58,540,4.28,4.22,2.66
"13020",1.11,"Ideal","G","SI1",61.9,57,5408,6.63,6.66,4.11
"3443",0.9,"Fair","I","VS1",65.2,60,3387,6,5.96,3.9
"21463",1.52,"Premium","I","VS1",61.1,58,9557,7.44,7.38,4.53
"780",0.71,"Very Good","F","VS2",61.3,61,2860,5.68,5.73,3.5
"36379",0.34,"Ideal","F","IF",62.2,55,941,4.47,4.5,2.79
"41470",0.41,"Ideal","D","VS1",61.8,57,1230,4.8,4.75,2.95
"45243",0.55,"Ideal","G","VS2",61.8,58,1659,5.23,5.26,3.24
"4305",1.01,"Very Good","H","SI2",63.4,57,3592,6.39,6.32,4.03
"6691",0.31,"Premium","G","SI2",60.3,59,408,4.35,4.37,2.63
"39304",0.44,"Ideal","H","SI1",61.9,56,1069,4.91,4.87,3.03
"10324",1.07,"Premium","H","SI1",60.7,60,4764,6.64,6.61,4.02
"5617",1.12,"Ideal","G","I1",60.3,57,3874,6.73,6.8,4.08
"5949",0.97,"Premium","I","VS2",62.2,56,3948,6.34,6.29,3.94
"24954",1.53,"Premium","F","VS2",62.2,58,13423,7.36,7.27,4.55
"24084",1.53,"Premium","G","VS2",61.3,58,12228,7.48,7.4,4.56
"47507",0.74,"Good","G","SI1",64.2,59,1865,5.69,5.62,3.63
"46147",0.55,"Premium","F","VS2",62.5,56,1746,5.27,5.23,3.28
"53878",0.77,"Premium","F","SI1",60,61,2745,5.97,5.93,3.57
"1465",0.7,"Ideal","E","VS2",62.2,55,2981,5.67,5.71,3.54
"18166",1.37,"Very Good","E","SI2",62.5,59,7365,6.98,7.04,4.38
"21306",1.12,"Ideal","F","VVS2",61.4,57,9461,6.66,6.69,4.1
"26158",2.1,"Very Good","I","SI1",59.9,61,15474,8.26,8.34,4.97
"38154",0.25,"Fair","F","SI2",54.4,64,1013,4.3,4.23,2.32
"28492",0.29,"Ideal","G","VVS1",62.4,56,673,4.22,4.24,2.64
"42452",0.5,"Good","E","SI1",63.8,55,1316,5.04,5.09,3.23
"44890",0.5,"Premium","E","VS2",61.4,58,1629,5.1,5.07,3.12
"21015",1.6,"Premium","E","SI1",61.2,58,9229,7.59,7.5,4.62
"31902",0.3,"Good","G","VS1",63.6,55,776,4.31,4.27,2.73
"13668",1.19,"Very Good","H","SI1",60.8,59,5595,6.84,6.87,4.17
"32350",0.36,"Ideal","E","VS2",61.2,56,789,4.6,4.62,2.82
"22877",1.26,"Ideal","G","VVS1",62.1,57,10916,7.01,6.91,4.32
"2053",0.32,"Premium","G","VS2",62,58,561,4.33,4.38,2.7
"22502",1.04,"Premium","E","VVS1",62.5,59,10539,6.46,6.41,4.02
"41055",0.4,"Very Good","E","VVS2",62.1,59,1189,4.67,4.7,2.91
"18604",1.54,"Very Good","I","SI2",60.1,61,7589,7.41,7.46,4.47
"48946",0.53,"Ideal","F","VS1",61.7,55,2046,5.18,5.22,3.21
"4630",0.9,"Good","I","VS1",63.5,61,3666,5.96,6.01,3.8
"9803",0.9,"Very Good","D","VS2",63,62,4668,6.06,6.13,3.84
"40607",0.23,"Ideal","F","VS2",60.9,57,498,3.96,3.99,2.42
"48068",0.51,"Premium","D","VS2",58,60,1928,5.29,5.26,3.06
"28390",0.33,"Ideal","H","VS2",60.7,57,668,4.48,4.45,2.71
"21140",1.31,"Premium","G","VS2",60.3,58,9296,7.13,7.1,4.29
"34288",0.26,"Ideal","H","VVS1",61.2,56,468,4.11,4.16,2.53
"15825",1.01,"Good","F","VS2",60.6,62,6332,6.52,6.49,3.94
"28945",0.3,"Good","H","VVS1",63.4,57,684,4.27,4.31,2.72
"53559",0.71,"Ideal","D","SI1",63,55,2694,5.64,5.57,3.53
"4182",0.73,"Premium","D","VS1",60,58,3557,5.9,5.86,3.53
"46037",0.57,"Ideal","E","SI1",62.1,56,1728,5.33,5.3,3.3
"49702",0.53,"Premium","D","VS1",60,61,2147,5.3,5.26,3.17
"23280",1.51,"Ideal","F","SI1",60.7,59,11302,7.42,7.44,4.51
"19628",1.51,"Good","I","SI1",63.7,61,8245,7.15,7.11,4.54
"9490",1.11,"Good","H","SI1",64.2,58,4606,6.53,6.47,4.17
"10242",1.13,"Premium","H","SI2",62.7,55,4746,6.69,6.61,4.17
"16646",1.1,"Ideal","G","VS2",60,57,6653,6.74,6.7,4.03
"11497",1,"Good","I","VS1",63.7,56,5018,6.34,6.32,4.03
"21631",2.01,"Ideal","J","SI1",62.8,58,9725,8.02,7.97,5.02
"3148",0.71,"Ideal","E","VS1",61.8,55,3332,5.72,5.77,3.55
"21985",1.2,"Premium","G","VVS2",62.8,59,10053,6.72,6.65,4.2
"4714",0.31,"Ideal","D","SI1",62.4,53,571,4.33,4.35,2.71
"3999",0.7,"Ideal","H","VVS1",61.5,57,3517,5.69,5.73,3.51
"15960",1.1,"Premium","G","VS2",62.8,58,6387,6.6,6.58,4.14
"45073",0.48,"Very Good","E","VS1",62.2,62,1644,4.95,4.99,3.09
"28613",0.3,"Very Good","E","SI1",63.2,57,675,4.3,4.25,2.7
"21123",1.02,"Ideal","G","VVS2",61.8,56,9286,6.42,6.46,3.98
"12978",0.91,"Good","G","SI1",57.7,58,5394,6.33,6.4,3.67
"16688",0.31,"Ideal","E","SI2",59.5,61,421,4.42,4.45,2.64
"31351",0.34,"Ideal","F","VS1",61.9,55,760,4.49,4.52,2.79
"51564",0.76,"Ideal","G","SI2",62.1,59,2389,5.81,5.84,3.62
"32693",0.31,"Good","G","VS1",63.7,56,802,4.3,4.27,2.73
"44995",0.31,"Premium","I","SI1",61.5,59,523,4.37,4.35,2.68
"7992",1.03,"Very Good","E","SI2",60.7,63,4326,6.48,6.44,3.92
"35776",0.42,"Very Good","D","VS1",58.4,61,912,4.91,4.95,2.88
"22984",1.52,"Ideal","I","VVS1",62.3,55,11033,7.32,7.37,4.58
"1155",0.78,"Ideal","F","SI1",61.1,56,2923,5.94,5.98,3.64
"48060",0.55,"Ideal","D","VS2",61.5,56,1928,5.25,5.28,3.24
"32232",0.31,"Ideal","G","VVS1",62,53,789,4.35,4.39,2.71
"39874",0.45,"Fair","F","VS2",65.8,55,1102,4.81,4.73,3.14
"2801",1.04,"Good","H","I1",63.9,58,3261,6.42,6.35,4.08
"17800",1.16,"Ideal","H","VS1",62.4,56,7175,6.71,6.73,4.19
"22428",1.07,"Ideal","E","VVS2",61.8,54,10453,6.56,6.61,4.07
"24967",2.12,"Premium","H","SI2",61.5,59,13460,8.26,8.21,5.06
"48928",0.55,"Ideal","G","VVS1",62,55,2042,5.25,5.27,3.26
"14120",1.04,"Premium","F","SI1",62.5,60,5724,6.46,6.43,4.03
"21154",1.5,"Very Good","J","VVS2",62.2,57,9306,7.25,7.31,4.53
"44469",0.51,"Premium","E","SI1",61.5,58,1593,5.14,5.11,3.15
"44988",0.31,"Premium","G","SI2",61.3,58,523,4.4,4.37,2.69
"35245",0.39,"Very Good","F","VS1",63.7,57,895,4.63,4.67,2.96
"32576",0.33,"Very Good","F","VVS2",61.2,55,801,4.45,4.47,2.73
"49121",0.7,"Good","H","SI1",63.4,61,2066,5.58,5.62,3.55
"27216",1.59,"Premium","E","VS1",61.2,58,17552,7.58,7.49,4.61
"33031",0.3,"Ideal","D","VVS2",62.2,55,814,4.32,4.33,2.69
"43503",0.43,"Ideal","F","VVS1",62.1,55,1422,4.85,4.81,3
"47157",0.45,"Ideal","F","VVS1",61.8,55,1833,4.92,4.95,3.05
"49707",0.6,"Ideal","G","VS1",62.5,56,2147,5.37,5.41,3.36
"3558",0.79,"Ideal","H","VVS2",62.4,56,3417,5.91,5.94,3.7
"25621",1.94,"Very Good","I","VS2",60.2,58,14489,8.04,8.1,4.86
"1259",0.7,"Ideal","H","VVS1",60.5,58,2947,5.76,5.81,3.5
"40771",0.41,"Good","E","VS1",63.9,53,1166,4.75,4.7,3.02
"21932",1.25,"Ideal","F","VS2",61.6,55,10006,6.93,6.96,4.28
"9637",0.97,"Premium","D","SI1",62,60,4639,6.29,6.25,3.89
"5910",1.06,"Ideal","G","SI2",62.3,55,3936,6.54,6.49,4.06
"12497",1,"Very Good","E","SI1",59.6,60,5257,6.58,6.51,3.9
"24437",2.01,"Premium","J","SI1",60.5,59,12690,8.12,8.01,4.88
"12353",1.04,"Ideal","I","VS1",61.8,56,5229,6.49,6.51,4.02
"15620",1.51,"Premium","G","SI2",60,60,6266,7.45,7.4,4.48
"184",0.72,"Ideal","G","SI1",60.7,56,2776,5.79,5.82,3.53
"29543",0.4,"Fair","H","VS2",65.1,59,704,4.58,4.63,3
"10123",1.01,"Very Good","G","SI1",60.2,58,4719,6.5,6.59,3.94
"21528",1.06,"Ideal","D","VS1",62,57,9625,6.49,6.54,4.04
"19574",1.51,"Ideal","J","VS2",61.5,56,8203,7.37,7.4,4.54
"22038",0.31,"Ideal","I","VS1",61.6,55,628,4.36,4.34,2.68
"49492",0.56,"Ideal","E","VS1",61.1,56,2117,5.34,5.29,3.25
"50678",0.76,"Premium","F","SI2",59.3,59,2287,5.97,5.93,3.53
"727",0.34,"Good","E","SI1",63.4,55,556,4.44,4.46,2.82
"47943",0.51,"Ideal","G","VVS2",62.4,56,1916,5.1,5.13,3.19
"45892",0.52,"Premium","F","VS2",60.7,59,1720,5.18,5.14,3.13
"31435",0.3,"Ideal","H","IF",62.1,57,764,4.29,4.31,2.67
"2044",0.32,"Premium","G","VS2",61,59,561,4.42,4.46,2.71
"14530",1.21,"Very Good","I","VS1",59.4,60,5865,6.9,6.97,4.12
"39043",0.39,"Good","D","VVS2",58.1,60,1056,4.82,4.85,2.81
"24138",1.5,"Premium","G","VS2",61.2,61,12308,7.34,7.29,4.48
"24238",2.11,"Premium","J","SI2",61,58,12440,8.2,8.29,5.03
"33166",0.36,"Ideal","F","VVS2",61.4,56,817,4.58,4.61,2.82
"27890",0.3,"Ideal","H","VVS1",61.2,57,655,4.3,4.39,2.66
"18221",0.9,"Ideal","D","VS1",61.9,59,7393,6.14,6.17,3.81
"6235",0.75,"Very Good","E","VVS2",62.8,57,4005,5.74,5.78,3.62
"13707",1.09,"Premium","H","VS2",62.6,56,5601,6.62,6.55,4.12
"3432",0.9,"Premium","I","VS2",59.1,59,3385,6.28,6.24,3.7
"41600",0.3,"Good","I","SI1",64.1,57,391,4.25,4.3,2.74
"23609",1.52,"Premium","F","SI1",62.6,59,11637,7.27,7.36,4.58
"52783",0.7,"Very Good","H","VS2",61.8,58,2567,5.64,5.68,3.5
"8514",1.01,"Very Good","F","SI2",60,55,4425,6.56,6.53,3.93
"47887",0.59,"Ideal","D","SI1",61,57,1912,5.46,5.43,3.32
"22737",1.15,"Ideal","F","VVS2",62.7,57,10757,6.69,6.65,4.18
"21221",1.22,"Ideal","H","VVS2",61.7,56,9366,6.83,6.87,4.23
"19637",1.17,"Premium","F","VS2",60.2,58,8256,6.88,6.85,4.13
"21585",1.45,"Very Good","I","IF",60.6,61,9683,7.32,7.41,4.46
"24496",1.73,"Premium","D","SI1",60.6,59,12770,7.76,7.68,4.68
"34561",0.38,"Very Good","D","VS2",61.5,62,871,4.6,4.63,2.84
"53116",0.7,"Very Good","E","SI1",63.2,57,2617,5.6,5.67,3.56
"12199",1.21,"Very Good","H","SI2",62.1,60,5190,6.77,6.82,4.22
"2816",0.84,"Ideal","D","SI1",61.5,54,3265,6.07,6.13,3.75
"35183",0.31,"Ideal","G","IF",62,54,891,4.36,4.38,2.71
"45184",0.51,"Ideal","E","VS2",62,56,1656,5.11,5.15,3.18
"39047",0.41,"Very Good","E","VVS1",60,61,1057,4.78,4.86,2.89
"2528",0.7,"Very Good","F","VVS2",60.5,60,3205,5.7,5.73,3.46
"4778",1.03,"Very Good","F","SI2",63.3,59,3692,6.35,6.32,4.01
"7775",0.91,"Ideal","E","SI1",62.3,57,4284,6.21,6.25,3.88
"42320",0.41,"Ideal","D","VVS2",62.3,57,1295,4.74,4.76,2.96
"31222",0.32,"Ideal","D","SI1",62.7,54,756,4.39,4.35,2.74
"24445",1.91,"Ideal","G","SI2",62.2,55,12700,7.9,7.94,4.93
"37605",0.23,"Very Good","D","VVS2",63.5,58,485,3.86,3.89,2.46
"3629",0.76,"Ideal","E","VS2",62.1,56,3431,5.83,5.87,3.63
"36549",0.4,"Premium","F","SI1",62.2,57,945,4.72,4.67,2.92
"16454",1.35,"Very Good","I","SI1",59.5,58,6573,7.28,7.17,4.3
"28643",0.33,"Very Good","J","VS1",61.5,61,434,4.39,4.46,2.72
"11873",1.2,"Ideal","I","SI1",62.5,57,5107,6.77,6.71,4.21
"38863",0.4,"Premium","F","VS1",60.3,60,1050,4.81,4.77,2.89
"26400",2.39,"Premium","H","SI1",61.8,58,15917,8.57,8.52,5.28
"47699",0.59,"Ideal","E","VS2",61.5,56,1883,5.42,5.38,3.32
"51414",0.52,"Ideal","E","VVS2",61.9,55,2371,5.15,5.19,3.2
"6053",0.32,"Ideal","I","VS2",61.3,56,576,4.43,4.38,2.7
"15709",0.24,"Very Good","F","VVS1",62.2,57,608,3.97,4,2.48
"9231",1.05,"Premium","H","SI1",62.5,57,4558,6.52,6.45,4.05
"49039",0.56,"Ideal","G","VVS1",62.3,55,2055,5.25,5.31,3.29
"20307",1.51,"Good","I","VS2",62.9,57,8720,7.23,7.27,4.56
"22581",1.5,"Very Good","G","SI1",63.6,58,10633,7.14,7.29,4.59
"50131",0.63,"Premium","F","VS2",61,61,2211,5.6,5.49,3.38
"37670",0.42,"Premium","E","SI1",62.7,57,992,4.83,4.77,3.01
"2232",0.72,"Ideal","E","VS2",60.6,57,3145,5.85,5.83,3.54
"20194",1.51,"Ideal","G","SI2",60.8,57,8637,7.39,7.44,4.51
"29811",0.3,"Premium","D","SI1",62.1,58,709,4.28,4.25,2.65
"37925",0.23,"Very Good","F","IF",61,62,485,3.95,3.99,2.42
"23588",2.01,"Ideal","G","SI2",61.5,55,11602,8.15,8.11,5
"21839",1.7,"Ideal","I","SI1",62.9,57,9901,7.57,7.5,4.74
"1456",0.7,"Ideal","E","VS1",61.3,54,2978,5.77,5.83,3.54
"2280",0.82,"Premium","D","SI2",61.7,56,3159,6.01,5.99,3.7
"4006",0.9,"Very Good","F","SI2",60.3,57,3519,6.27,6.34,3.8
"25191",2.17,"Very Good","J","SI2",60.8,59,13782,8.37,8.41,5.1
"30776",0.4,"Ideal","G","SI1",62.3,54,741,4.74,4.77,2.96
"20431",1.22,"Ideal","F","VS2",61.5,57,8783,6.87,6.91,4.24
"24452",2.02,"Ideal","J","SI1",59.8,60,12713,8.21,8.16,4.9
"16881",1.02,"Ideal","F","VS2",62.7,57,6734,6.47,6.44,4.05
"42264",0.44,"Premium","G","VVS1",60.9,59,1294,4.96,4.9,3
"49985",0.71,"Ideal","E","SI2",62.3,57,2190,5.66,5.74,3.55
"18066",1.04,"Ideal","G","VS1",61.7,57,7294,6.47,6.53,4.01
"24167",1.37,"Ideal","G","VVS1",62.6,55,12342,7.07,7.12,4.44
"47717",0.66,"Ideal","G","SI1",61.7,55,1885,5.64,5.6,3.47
"33310",0.41,"Good","E","VS1",62.8,58,827,4.67,4.7,2.94
"32127",0.41,"Premium","J","VS2",61.9,59,784,4.74,4.69,2.92
"16586",1.08,"Very Good","H","VVS1",63.1,57,6623,6.57,6.52,4.13
"42450",0.51,"Ideal","I","VVS2",62.5,54.3,1316,5.09,5.12,3.19
"50732",0.72,"Ideal","G","SI2",62.3,54,2295,5.76,5.79,3.6
"42213",0.52,"Good","H","VS2",63.5,58,1289,5.11,5.12,3.25
"15142",1.02,"Premium","G","VS2",62.6,59,6087,6.43,6.39,4.01
"30902",0.31,"Ideal","F","VS1",62.4,55,744,4.37,4.35,2.72
"40592",0.3,"Fair","F","SI1",63.1,58,496,4.3,4.22,2.69
"24784",1.51,"Good","G","VVS2",63.8,59,13155,7.24,7.28,4.63
"27548",1.61,"Ideal","D","VS2",62,55,18318,7.51,7.5,4.67
"32684",0.31,"Premium","G","VS1",62.4,58,802,4.34,4.31,2.7
"4597",0.7,"Ideal","H","VS2",60.8,56,3656,5.74,5.77,3.5
"16592",1.06,"Very Good","F","VS2",62.7,55,6627,6.54,6.5,4.09
"25500",1.51,"Premium","F","VS2",61.1,59,14294,7.37,7.32,4.49
"32112",0.3,"Very Good","F","VVS1",61.8,55,783,4.32,4.35,2.68
"15332",1.51,"Fair","I","SI2",66,57,6156,7.14,7,4.7
"53721",0.83,"Ideal","H","SI1",62.4,57,2720,6.03,5.98,3.75
"5352",0.8,"Premium","F","VS1",60.5,59,3813,6,6.03,3.64
"28141",0.3,"Ideal","G","VVS2",62.4,55,665,4.32,4.34,2.7
"44906",0.54,"Ideal","H","VS1",61.6,59,1630,5.22,5.24,3.22
"2440",0.7,"Ideal","H","VS1",61,56,3185,5.75,5.79,3.51
"425",0.73,"Premium","E","VS2",58.6,60,2812,5.92,5.89,3.46
"12393",1.21,"Ideal","J","SI1",60.4,54,5232,6.86,6.89,4.15
"30818",0.33,"Very Good","E","SI1",63.3,56,743,4.43,4.41,2.8
"43224",0.4,"Premium","G","IF",60.8,58,1397,4.77,4.73,2.89
"7027",0.9,"Premium","F","SI1",59.9,59,4158,6.29,6.26,3.76
"5557",1,"Premium","F","SI2",60.2,62,3858,6.53,6.45,3.91
"45340",0.57,"Ideal","G","SI1",62,55,1662,5.35,5.32,3.31
"7545",0.7,"Ideal","F","VVS1",61.6,56,4246,5.86,5.71,3.51
"13414",1.2,"Ideal","H","SI1",62.9,57,5510,6.79,6.76,4.26
"46939",0.52,"Premium","E","VS2",60.7,58,1815,5.21,5.17,3.15
"26588",2.01,"Good","I","VS2",62.4,62,16304,7.91,7.99,4.96
"51451",0.55,"Premium","F","VS2",62.7,58,2376,5.28,5.25,3.3
"44445",0.61,"Ideal","H","VS2",62,53,1591,5.47,5.49,3.4
"23421",1.53,"Premium","H","VS1",60.8,59,11413,7.41,7.36,4.49
"27204",2.05,"Premium","H","SI1",60.2,58,17521,8.25,8.22,4.96
"36623",0.24,"Very Good","E","VVS2",61.1,60,478,4.01,4.07,2.47
"28198",0.4,"Premium","D","SI2",61.1,58,666,4.73,4.76,2.9
"24973",1.2,"Ideal","E","VVS1",61.6,57,13474,6.78,6.83,4.19
"27861",0.33,"Good","D","VS2",61.8,61,652,4.4,4.44,2.73
"45545",0.51,"Premium","D","SI1",60.1,60,1687,5.17,5.15,3.1
"42740",0.51,"Ideal","E","SI1",61.7,55,1343,5.13,5.17,3.18
"39687",0.4,"Very Good","F","VVS2",62.8,56,1088,4.69,4.73,2.96
"9965",1.14,"Very Good","J","VS1",60,60,4702,6.76,6.81,4.07
"46519",0.53,"Ideal","H","VVS1",61.3,56,1781,5.22,5.24,3.21
"51278",0.84,"Fair","I","VS2",65.1,57,2359,5.91,5.85,3.83
"47755",0.54,"Premium","D","VS2",61.5,58,1892,5.21,5.26,3.22
"48830",0.52,"Ideal","G","VVS1",62,55,2029,5.15,5.18,3.2
"10881",1.03,"Very Good","H","SI1",61.4,57,4879,6.45,6.54,3.99
"13855",1.26,"Ideal","I","SI1",62.4,56,5645,6.93,6.85,4.3
"27625",2.38,"Premium","H","VS1",60.9,59,18522,8.62,8.59,5.24
"41274",0.31,"Ideal","I","VS1",61.9,55,503,4.35,4.38,2.7
"7347",1.09,"Ideal","H","SI2",61.5,55,4212,6.65,6.68,4.1
"26824",2.51,"Very Good","E","SI2",63.1,56,16717,8.65,8.6,5.44
"32324",0.3,"Very Good","G","VVS1",62.4,57,789,4.27,4.29,2.67
"45347",0.59,"Ideal","E","SI1",62.4,55,1664,5.34,5.39,3.35
"27467",2.1,"Ideal","F","SI2",61,60,18124,8.22,8.2,5.01
"35516",0.35,"Ideal","E","VVS1",61.8,56,905,4.5,4.53,2.79
"18223",1.22,"Premium","E","SI1",62.6,58,7395,6.8,6.78,4.25
"19934",1.03,"Ideal","G","VVS2",61.2,57,8483,6.48,6.52,3.98
"13330",0.9,"Very Good","H","VS2",62.6,59,5502,6.07,6.16,3.83
